rel_time_ms,sensor,value
3532.43,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3532.43,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3532.43,TSL2_Keyboard_spec.Room518a_WP2,792.0
3532.43,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3532.43,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3532.43,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3532.43,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3632.97,Illuminance.Room518a_Ceiling,184.17
3632.97,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3632.97,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3632.97,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3632.97,TSL2_Keyboard_spec.Room518a_WP2,792.0
3632.97,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3632.97,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3632.97,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3632.97,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3734.13,Illuminance.Room518a_Ceiling,184.17
3734.13,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3734.13,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3734.13,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3734.13,TSL2_Keyboard_spec.Room518a_WP2,792.0
3734.13,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3734.13,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3734.13,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3734.13,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3834.64,Illuminance.Room518a_Ceiling,184.17
3834.64,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3834.64,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3834.64,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3834.64,TSL2_Keyboard_spec.Room518a_WP2,792.0
3834.64,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3834.64,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3834.64,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3834.64,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
3935.77,Illuminance.Room518a_Ceiling,184.17
3935.77,TSL1_LowerScreen_spec.Room518a_WP1,685.0
3935.77,TSL1_LowerScreen_spec.Room518a_WP2,873.0
3935.77,TSL2_Keyboard_spec.Room518a_WP1,1455.0
3935.77,TSL2_Keyboard_spec.Room518a_WP2,792.0
3935.77,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
3935.77,TSL3_UpperScreen_spec.Room518a_WP2,696.0
3935.77,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
3935.77,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4036.01,Illuminance.Room518a_Ceiling,184.17
4036.01,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4036.01,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4036.01,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4036.01,TSL2_Keyboard_spec.Room518a_WP2,792.0
4036.01,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4036.01,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4036.01,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4036.01,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4137.15,Illuminance.Room518a_Ceiling,184.17
4137.15,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4137.15,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4137.15,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4137.15,TSL2_Keyboard_spec.Room518a_WP2,792.0
4137.15,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4137.15,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4137.15,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4137.15,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4238.09,Illuminance.Room518a_Ceiling,184.17
4238.09,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4238.09,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4238.09,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4238.09,TSL2_Keyboard_spec.Room518a_WP2,792.0
4238.09,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4238.09,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4238.09,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4238.09,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4338.38,Illuminance.Room518a_Ceiling,184.17
4338.38,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4338.38,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4338.38,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4338.38,TSL2_Keyboard_spec.Room518a_WP2,792.0
4338.38,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4338.38,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4338.38,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4338.38,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4439.57,Illuminance.Room518a_Ceiling,184.17
4439.57,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4439.57,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4439.57,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4439.57,TSL2_Keyboard_spec.Room518a_WP2,792.0
4439.57,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4439.57,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4439.57,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4439.57,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4539.92,Illuminance.Room518a_Ceiling,184.17
4539.92,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4539.92,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4539.92,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4539.92,TSL2_Keyboard_spec.Room518a_WP2,792.0
4539.92,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4539.92,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4539.92,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4539.92,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4640.14,Illuminance.Room518a_Ceiling,184.17
4640.14,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4640.14,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4640.14,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4640.14,TSL2_Keyboard_spec.Room518a_WP2,792.0
4640.14,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4640.14,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4640.14,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
4640.14,TSL4_UpperScreen_spec.Room518a_WP2,1275.0
4740.51,Illuminance.Room518a_Ceiling,184.17
4740.51,TSL1_LowerScreen_spec.Room518a_WP1,685.0
4740.51,TSL1_LowerScreen_spec.Room518a_WP2,873.0
4740.51,TSL2_Keyboard_spec.Room518a_WP1,1455.0
4740.51,TSL2_Keyboard_spec.Room518a_WP2,792.0
4740.51,TSL3_UpperScreen_spec.Room518a_WP1,1607.0
4740.51,TSL3_UpperScreen_spec.Room518a_WP2,696.0
4740.51,TSL4_UpperScreen_spec.Room518a_WP1,1422.0
